Z  	N  	halflife           	decayMode
113	174	                         	A       
113	174	                         	SF      
114	171	                         	A       
114	172	0.16	SF      
114	172	0.16	A       
114	173	0.51	A       
114	174	0.52	A       
114	175	0.97	A       
114	175	2.7	A       
115	172	0.032	A       
115	173	0.087	A       
115	174	0.22	A       
115	174	0.22	SF      
115	175	0.016	A       
115	175	0.016	SF      
115	176	                         	A       
115	176	                         	SF      
116	173	                         	        
116	174	0.015	A       
116	175	0.0063	A       
116	176	0.018	A       
116	177	0.053	A       
117	174	                         	SF      
117	174	                         	A       
117	175	                         	SF      
117	175	                         	A       
117	176	0.014	A       
117	176	0.014	SF      
117	177	0.08	A       
